shift [ppm],Intensity [au]
12.56642,-4.02
12.56611,-4.321
12.56581,-4.003
12.5655,-1.753
12.56519,2.551
12.56489,4.588
12.56458,4.019
12.56428,3.657
12.56397,3.256
12.56367,0.977
12.56336,-1.064
12.56306,-1.052
12.56275,-1.811
12.56245,-1.988
12.56214,-2.786
12.56183,-4.946
12.56153,-5.435
12.56122,-3.681
12.56092,-1.716
12.56061,-0.777
12.56031,-0.726
12.56,0.103
12.5597,0.421
12.55939,-0.686
12.55909,-1.708
12.55878,-1.296
12.55847,-3.263
12.55817,-5.067
12.55786,-4.527
12.55756,-2.375
12.55725,-2.017
12.55695,-2.895
12.55664,-3.082
12.55634,-3.831
12.55603,-4.575
12.55573,-4.971
12.55542,-3.509
12.55511,-0.994
12.55481,-1.017
12.5545,-1.641
12.5542,-0.568
12.55389,0.031
12.55359,-0.536
12.55328,-2.883
12.55298,-4.084
12.55267,-3.537
12.55237,-2.109
12.55206,-1.291
12.55175,-1.929
12.55145,-1.582
12.55114,-1.339
12.55084,-2.049
12.55053,-2.236
12.55023,-2.533
12.54992,-3.311
12.54962,-4.209
12.54931,-4.325
12.54901,-4.894
12.5487,-4.646
12.54839,-4.042
12.54809,-3.35
12.54778,-2.81
12.54748,-3
12.54717,-1.096
12.54687,0.547
12.54656,-1.556
12.54626,-3.12
12.54595,-2.978
12.54565,-4.338
12.54534,-3.86
12.54503,-3.097
12.54473,-2.243
12.54442,-2.303
12.54412,-2.751
12.54381,-3.337
12.54351,-3.284
12.5432,-3.074
12.5429,-3.622
12.54259,-4.05
12.54229,-3.978
12.54198,-3.479
12.54167,-4.078
12.54137,-4.8
12.54106,-3.424
12.54076,-2.145
12.54045,-1.236
12.54015,-1.799
12.53984,-2.502
12.53954,-1.282
12.53923,0.544
12.53893,-0.268
12.53862,0.094
12.53831,1.636
12.53801,1.35
12.5377,0.156
12.5374,0.158
12.53709,0.01
12.53679,-1.118
12.53648,-3.3
12.53618,-4.756
12.53587,-4.302
12.53557,-3.067
12.53526,-0.735
12.53495,0.935
12.53465,-0.183
12.53434,-1.228
12.53404,-0.814
12.53373,-0.384
12.53343,-0.953
12.53312,-2.571
12.53282,-5.029
12.53251,-4.292
12.53221,-1.602
12.5319,-0.6
12.53159,-0.229
12.53129,0.235
12.53098,-0.43
12.53068,-1.948
12.53037,-4.282
12.53007,-6.322
12.52976,-7.396
12.52946,-6.058
12.52915,-4.152
12.52884,-3.573
12.52854,-3.53
12.52823,-4.168
12.52793,-4.303
12.52762,-4.414
12.52732,-5.156
12.52701,-4.625
12.52671,-3.976
12.5264,-0.974
12.5261,0.998
12.52579,0.54
12.52548,-0.817
12.52518,-1.885
12.52487,0.46
12.52457,1.184
12.52426,2.035
12.52396,2.669
12.52365,1.916
12.52335,0.362
12.52304,-0.975
12.52274,-1.651
12.52243,-2.043
12.52212,-2.703
12.52182,-3.051
12.52151,-2.944
12.52121,-1.623
12.5209,-0.05
12.5206,1.871
12.52029,3.922
12.51999,4.094
12.51968,2.245
12.51938,-0.039
12.51907,-1.682
12.51876,-2.616
12.51846,-3.647
12.51815,-2.931
12.51785,-1.789
12.51754,-0.465
12.51724,-1.134
12.51693,-2.417
12.51663,-3.269
12.51632,-2.886
12.51602,-2.02
12.51571,-1.667
12.5154,-2.557
12.5151,-2.796
12.51479,-2.261
12.51449,-1.956
12.51418,-2.012
12.51388,-2.558
12.51357,-3.634
12.51327,-5.288
12.51296,-6.46
12.51266,-5.445
12.51235,-3.281
12.51204,-1.516
12.51174,-0.485
12.51143,-0.788
12.51113,0.269
12.51082,0.863
12.51052,0.108
12.51021,0.489
12.50991,1.097
12.5096,1.463
12.5093,1.502
12.50899,0.495
12.50868,-0.712
12.50838,-1.067
12.50807,-1.197
12.50777,-1.865
12.50746,-2.889
12.50716,-3.29
12.50685,-2.085
12.50655,0.092
12.50624,2.353
12.50594,3.062
12.50563,1.766
12.50532,-0.027
12.50502,-1.425
12.50471,-3.502
12.50441,-3.307
12.5041,-2.167
12.5038,-2.35
12.50349,-2.743
12.50319,-3.376
12.50288,-2.885
12.50258,-2.67
12.50227,-3.106
12.50196,-2.193
12.50166,-0.469
12.50135,0.74
12.50105,1.895
12.50074,1.549
12.50044,1.597
12.50013,1.184
12.49983,0.062
12.49952,0.158
12.49922,-0.556
12.49891,-1.854
12.4986,-1.043
12.4983,-0.628
12.49799,-0.855
12.49769,0.17
12.49738,1.223
12.49708,-0.047
12.49677,-1.982
12.49647,-2.526
12.49616,-3.775
12.49586,-4.737
12.49555,-4.998
12.49524,-5.384
12.49494,-4.454
12.49463,-3.16
12.49433,-1.592
12.49402,-1.606
12.49372,-3.321
12.49341,-4.886
12.49311,-4.169
12.4928,-4.257
12.4925,-4.447
12.49219,-3.806
12.49188,-2.493
12.49158,0.298
12.49127,1.177
12.49097,-0.05
12.49066,-1.501
12.49036,-2.625
12.49005,-3.676
12.48975,-3.288
12.48944,-1.8
12.48914,-0.961
12.48883,-2.492
12.48852,-2.975
12.48822,-1.86
12.48791,-1.96
12.48761,-3.781
12.4873,-4.647
12.487,-4.832
12.48669,-4.845
12.48639,-4.986
12.48608,-4.827
12.48578,-3.584
12.48547,-2.3
12.48516,-2.074
12.48486,-2.071
12.48455,-2.321
12.48425,-2.946
12.48394,-2.486
12.48364,-1.074
12.48333,-0.476
12.48303,-1.092
12.48272,-1.817
12.48242,-3.684
12.48211,-4.545
12.4818,-4.413
12.4815,-4.457
12.48119,-4.269
12.48089,-4.855
12.48058,-3.279
12.48028,-1.282
12.47997,-0.188
12.47967,-0.131
12.47936,1.446
12.47906,2.111
12.47875,1.791
12.47844,1.37
12.47814,-0.783
12.47783,-1.13
12.47753,0.981
12.47722,2.257
12.47692,1.605
12.47661,0.582
12.47631,1.268
12.476,0.933
12.4757,0.078
12.47539,-1.699
12.47508,-4.488
12.47478,-6.482
12.47447,-6.879
12.47417,-5.592
12.47386,-4.039
12.47356,-1.301
12.47325,0.43
12.47295,0.655
12.47264,-0.286
12.47234,-0.622
12.47203,-0.685
12.47172,-0.722
12.47142,-1.122
12.47111,-1.708
12.47081,-2.053
12.4705,-0.932
12.4702,0.003
12.46989,0.427
12.46959,0.011
12.46928,-0.95
12.46898,-0.343
12.46867,0.782
12.46836,0.596
12.46806,-0.089
12.46775,0.105
12.46745,0.788
12.46714,1.062
12.46684,1.203
12.46653,1.413
12.46623,1.353
12.46592,0.183
12.46562,-1.919
12.46531,-3.06
12.465,-1.408
12.4647,-2.155
12.46439,-3.279
12.46409,-2.562
12.46378,-1.498
12.46348,-1.537
12.46317,-2.709
12.46287,-3.186
12.46256,-3.877
12.46225,-3.604
12.46195,-3.258
12.46164,-3.512
12.46134,-3.416
12.46103,-2.368
12.46073,-0.715
12.46042,-0.596
12.46012,-2.21
12.45981,-4.308
12.45951,-4.944
12.4592,-4.11
12.45889,-4.306
12.45859,-5.041
12.45828,-4.855
12.45798,-5.69
12.45767,-5.021
12.45737,-4.452
12.45706,-4.294
12.45676,-2.994
12.45645,-2.32
12.45615,-1.417
12.45584,-0.423
12.45553,-0.651
12.45523,-1.038
12.45492,-0.905
12.45462,-0.85
12.45431,-0.226
12.45401,0.426
12.4537,-0.919
12.4534,-1.538
12.45309,-2.851
12.45279,-4.422
12.45248,-5.705
12.45217,-5.26
12.45187,-4.977
12.45156,-4.955
12.45126,-3.092
12.45095,-1.39
12.45065,0.964
12.45034,-0.043
12.45004,0.729
12.44973,2.565
12.44943,1.903
12.44912,-0.467
12.44881,-1.84
12.44851,-1.624
12.4482,-1.166
12.4479,-3.271
12.44759,-4.238
12.44729,-2.368
12.44698,-1.155
12.44668,-1.741
12.44637,-0.95
12.44607,0.511
12.44576,0.914
12.44545,-0.304
12.44515,-2.236
12.44484,-3.406
12.44454,-4.376
12.44423,-3.2
12.44393,-0.99
12.44362,-0.103
12.44332,-0.783
12.44301,-0.901
12.44271,-0.797
12.4424,-1.992
12.44209,-2.727
12.44179,-2.227
12.44148,-1.732
12.44118,-2.382
12.44087,-2.239
12.44057,-0.457
12.44026,0.102
12.43996,-1.436
12.43965,-1.955
12.43935,-1.535
12.43904,-1.137
12.43873,-1.35
12.43843,-1.669
12.43812,-1.974
12.43782,-1.964
12.43751,-1.111
12.43721,-0.105
12.4369,-0.179
12.4366,-1.44
12.43629,-2.411
12.43599,-2.05
12.43568,-1.678
12.43537,-3.014
12.43507,-5.973
12.43476,-6.617
12.43446,-4.976
12.43415,-4.399
12.43385,-3.571
12.43354,-3.896
12.43324,-3.649
12.43293,-2.862
12.43263,-2.376
12.43232,-1.636
12.43201,-1.854
12.43171,-1.923
12.4314,-1.969
12.4311,-2.624
12.43079,-2.782
12.43049,-2.31
12.43018,-1.949
12.42988,-2.404
12.42957,-2.843
12.42927,-3.533
12.42896,-3.648
12.42865,-5.077
12.42835,-5.521
12.42804,-4.618
12.42774,-4.72
12.42743,-5.744
12.42713,-7.121
12.42682,-6.847
12.42652,-4.569
12.42621,-3.279
12.42591,-3.121
12.4256,-3.639
12.42529,-4.466
12.42499,-4.173
12.42468,-2.611
12.42438,-1.336
12.42407,-1.283
12.42377,-1.457
12.42346,-1.176
12.42316,-1.938
12.42285,-4.183
12.42255,-6.011
12.42224,-6.809
12.42193,-6.878
12.42163,-5.252
12.42132,-3.828
12.42102,-3.053
12.42071,-2.654
12.42041,-2.309
12.4201,-1.821
12.4198,-0.905
12.41949,-1.195
12.41919,-2.294
12.41888,-3.254
12.41857,-3.374
12.41827,-4.148
12.41796,-3.374
12.41766,-2.708
12.41735,-3.748
12.41705,-3.894
12.41674,-4.875
12.41644,-7.095
12.41613,-6.744
12.41583,-5.453
12.41552,-4.681
12.41521,-6.242
12.41491,-5.807
12.4146,-3.734
12.4143,-2.995
12.41399,-1.355
12.41369,-0.224
12.41338,0.328
12.41308,-1.495
12.41277,-2.934
12.41247,-4.034
12.41216,-3.698
12.41185,-3.051
12.41155,-3.501
12.41124,-3.093
12.41094,-3.956
12.41063,-4.632
12.41033,-4.69
12.41002,-3.462
12.40972,-1.861
12.40941,-2.55
12.40911,-3.221
12.4088,-5.556
12.40849,-6.479
12.40819,-6.379
12.40788,-6.363
12.40758,-4.811
12.40727,-3.787
12.40697,-3.535
12.40666,-3.696
12.40636,-3.183
12.40605,-1.673
12.40575,-1.02
12.40544,-2.131
12.40513,-1
12.40483,1.316
12.40452,1.703
12.40422,0.474
12.40391,-2.302
12.40361,-2.836
12.4033,-1.306
12.403,-0.501
12.40269,-0.355
12.40239,0.618
12.40208,1.152
12.40177,0.895
12.40147,0.753
12.40116,-0.334
12.40086,-1.652
12.40055,-1.75
12.40025,-0.984
12.39994,-0.802
12.39964,-2.866
12.39933,-3.845
12.39903,-2.931
12.39872,-2.398
12.39841,-1.319
12.39811,0.403
12.3978,-0.262
12.3975,-1.568
12.39719,-2.141
12.39689,-1.515
12.39658,-0.975
12.39628,-0.846
12.39597,-0.471
12.39566,-0.329
12.39536,0.825
12.39505,1.346
12.39475,-0.146
12.39444,-2.478
12.39414,-4.109
12.39383,-3.907
12.39353,-4.227
12.39322,-3.626
12.39292,-3.735
12.39261,-3.782
12.3923,-2.968
12.392,-3.232
12.39169,-4.331
12.39139,-4.188
12.39108,-3.277
12.39078,-1.463
12.39047,-0.013
12.39017,-0.483
12.38986,-0.546
12.38956,-1.316
12.38925,-4.062
12.38894,-3.662
12.38864,-1.853
12.38833,-2.169
12.38803,-2.531
12.38772,-2.743
12.38742,-1.878
12.38711,-2.128
12.38681,-4.187
12.3865,-4.219
12.3862,-3.322
12.38589,-3.145
12.38558,-2.167
12.38528,-0.74
12.38497,-0.194
12.38467,-1.572
12.38436,-2.932
12.38406,-3.059
12.38375,-4.905
12.38345,-5.469
12.38314,-6.261
12.38284,-6.657
12.38253,-6.26
12.38222,-4.787
12.38192,-2.765
12.38161,-2.483
12.38131,-1.249
12.381,-0.149
12.3807,-0.135
12.38039,-1.293
12.38009,-1.911
12.37978,-1.461
12.37948,-1.999
12.37917,-2.705
12.37886,-2.673
12.37856,-3.103
12.37825,-2.993
12.37795,-2.809
12.37764,-2.744
12.37734,-1.605
12.37703,1.573
12.37673,4.289
12.37642,5.508
12.37612,5.227
12.37581,2.893
12.3755,0.316
12.3752,-1.178
12.37489,-0.441
12.37459,1.095
12.37428,1.328
12.37398,1.319
12.37367,0.661
12.37337,0.357
12.37306,-2.36
12.37276,-3.474
12.37245,-1.529
12.37214,1.051
12.37184,1.413
12.37153,0.438
12.37123,0.445
12.37092,-2.476
12.37062,-4.354
12.37031,-5.413
12.37001,-4.767
12.3697,-1.701
12.3694,-0.557
12.36909,-1.284
12.36878,-2.388
12.36848,-3.585
12.36817,-2.572
12.36787,-1.523
12.36756,-1.012
12.36726,-1.208
12.36695,-2.501
12.36665,-3.336
12.36634,-5.637
12.36604,-4.877
12.36573,-3.445
12.36542,-2.794
12.36512,-2.934
12.36481,-2.959
12.36451,-3.025
12.3642,-1.745
12.3639,-1.091
12.36359,-2.241
12.36329,-2.145
12.36298,-1.443
12.36268,-0.786
12.36237,-0.562
12.36206,-2.118
12.36176,-3.529
12.36145,-4.279
12.36115,-3.059
12.36084,-1.373
12.36054,-3.753
12.36023,-5.577
12.35993,-4.937
12.35962,-4.604
12.35932,-5.191
12.35901,-4.355
12.3587,-3.389
12.3584,-1.94
12.35809,-0.743
12.35779,-1.127
12.35748,-1.742
12.35718,-3.159
12.35687,-4.925
12.35657,-4.884
12.35626,-3.745
12.35596,-3.361
12.35565,-3.449
12.35534,-2.742
12.35504,-2.089
12.35473,-2.054
12.35443,-1.143
12.35412,0.437
12.35382,-0.452
12.35351,-0.763
12.35321,0.856
12.3529,0.515
12.3526,-0.63
12.35229,-2.175
12.35198,-4.244
12.35168,-3.903
12.35137,-2.581
12.35107,-1.042
12.35076,0.877
12.35046,2.269
12.35015,0.66
12.34985,-2.26
12.34954,-2.94
12.34924,-4.064
12.34893,-4.226
12.34862,-2.804
12.34832,-1.669
12.34801,-1.42
12.34771,-0.859
12.3474,0.013
12.3471,0.33
12.34679,0.876
12.34649,2.14
12.34618,2.236
12.34588,1.286
12.34557,-0.017
12.34526,-0.061
12.34496,0.117
12.34465,0.035
12.34435,0.735
12.34404,0.815
12.34374,-0.8
12.34343,-3.749
12.34313,-4.871
12.34282,-4.512
12.34252,-3.595
12.34221,-1.576
12.3419,0.913
12.3416,0.582
12.34129,-0.05
12.34099,0.001
12.34068,0.21
12.34038,1.296
12.34007,1.771
12.33977,1.594
12.33946,-0.462
12.33916,-1.802
12.33885,-2.445
12.33854,-1.983
12.33824,-0.91
12.33793,-1.252
12.33763,-2.852
12.33732,-4.666
12.33702,-5.119
12.33671,-4.878
12.33641,-3.88
12.3361,-2.351
12.3358,-0.603
12.33549,0.275
12.33518,-0.544
12.33488,-1.592
12.33457,-2.526
12.33427,-2.302
12.33396,-0.481
12.33366,1.256
12.33335,2.097
12.33305,1.641
12.33274,0.508
12.33244,-0.117
12.33213,-0.329
12.33182,0.363
12.33152,-0.089
12.33121,-0.67
12.33091,-0.014
12.3306,0.86
12.3303,1.507
12.32999,0.506
12.32969,-0.357
12.32938,-0.989
12.32908,-3.152
12.32877,-3.85
12.32846,-2.87
12.32816,-3.206
12.32785,-4.128
12.32755,-4.103
12.32724,-2.497
12.32694,-1.38
12.32663,-1.362
12.32633,-2.132
12.32602,-3.177
12.32571,-3.878
12.32541,-3.664
12.3251,-3.116
12.3248,-3.449
12.32449,-5.427
12.32419,-7.812
12.32388,-9.08
12.32358,-7.495
12.32327,-5.608
12.32297,-3.452
12.32266,-2.431
12.32235,-1.641
12.32205,-0.863
12.32174,-1.644
12.32144,-3.165
12.32113,-3.558
12.32083,-1.772
12.32052,-1.195
12.32022,-1.505
12.31991,-0.719
12.31961,-0.459
12.3193,-0.809
12.31899,-1.45
12.31869,-1.97
12.31838,-2.482
12.31808,-3.419
12.31777,-3.744
12.31747,-3.215
12.31716,-2.003
12.31686,-1.088
12.31655,-0.352
12.31625,-1.146
12.31594,-1.01
12.31563,2.16
12.31533,2.219
12.31502,-0.033
12.31472,-1.547
12.31441,-2.367
12.31411,-2.392
12.3138,-1.629
12.3135,-1.549
12.31319,-2.345
12.31289,-2.644
12.31258,-3.085
12.31227,-3.576
12.31197,-2.929
12.31166,-2.656
12.31136,-2.769
12.31105,-2.665
12.31075,-3.801
12.31044,-2.825
12.31014,-1.783
12.30983,-1.92
12.30953,-2.51
12.30922,-1.816
12.30891,-2.114
12.30861,-2.434
12.3083,-3.186
12.308,-3.887
12.30769,-4.189
12.30739,-4.79
12.30708,-5.127
12.30678,-3.987
12.30647,-3.127
12.30617,-3.144
12.30586,-2.567
12.30555,-3.213
12.30525,-3.527
12.30494,-3.613
12.30464,-4.703
12.30433,-4.892
12.30403,-2.677
12.30372,-0.705
12.30342,-1.237
12.30311,-2.364
12.30281,-4.024
12.3025,-5.062
12.30219,-3.94
12.30189,-3.529
12.30158,-5.44
12.30128,-6.457
12.30097,-5.335
12.30067,-4.555
12.30036,-4.762
12.30006,-4.4
12.29975,-4.196
12.29945,-4.059
12.29914,-1.92
12.29883,0.492
12.29853,-0.271
12.29822,-1.874
12.29792,-2.582
12.29761,-2.833
12.29731,-2.759
12.297,-1.67
12.2967,-0.18
12.29639,-0.743
12.29609,-2.429
12.29578,-3.178
12.29547,-1.999
12.29517,-1.41
12.29486,-1.937
12.29456,-1.903
12.29425,-1.759
12.29395,-1.217
12.29364,0.399
12.29334,0.59
12.29303,0.519
12.29273,-1.135
12.29242,-2.448
12.29211,-1.737
12.29181,-1.356
12.2915,-1.342
12.2912,-1.913
12.29089,-2.931
12.29059,-4.71
12.29028,-4.944
12.28998,-3.213
12.28967,-2.328
12.28937,-1.367
12.28906,0.516
12.28875,3.156
12.28845,2.716
12.28814,0.738
12.28784,-0.389
12.28753,-1.891
12.28723,-2.883
12.28692,-4.141
12.28662,-5.066
12.28631,-4.739
12.28601,-5.192
12.2857,-5.208
12.28539,-3.938
12.28509,-3.688
12.28478,-3.309
12.28448,-2.653
12.28417,-2.353
12.28387,-2.169
12.28356,-3.373
12.28326,-4.483
12.28295,-3.974
12.28265,-3.738
12.28234,-4.203
12.28203,-3.595
12.28173,-2.176
12.28142,-1.818
12.28112,-1.959
12.28081,-3.517
12.28051,-4.549
12.2802,-4.358
12.2799,-3.906
12.27959,-2.794
12.27929,-3.849
12.27898,-5.401
12.27867,-6.027
12.27837,-5.042
12.27806,-2.464
12.27776,-0.339
12.27745,-0.5
12.27715,-1.841
12.27684,-3.323
12.27654,-3.532
12.27623,-3.956
12.27593,-4.558
12.27562,-5.466
12.27531,-5.601
12.27501,-3.983
12.2747,-1.469
12.2744,-0.778
12.27409,-2.146
12.27379,-3.081
12.27348,-2.387
12.27318,-0.421
12.27287,-0.022
12.27257,-0.562
12.27226,-0.289
12.27195,0.004
12.27165,0.88
12.27134,2.194
12.27104,2.911
12.27073,1.899
12.27043,-0.951
12.27012,-2.063
12.26982,-2.273
12.26951,-1.665
12.26921,-1.409
12.2689,-1.558
12.26859,-2.614
12.26829,-4.431
12.26798,-3.814
12.26768,-4.126
12.26737,-5.988
12.26707,-6.469
12.26676,-5.257
12.26646,-2.855
12.26615,-1.647
12.26585,-1.799
12.26554,-3.188
12.26523,-4.227
12.26493,-4.76
12.26462,-6.264
12.26432,-7.959
12.26401,-6.136
12.26371,-3.155
12.2634,-3.049
12.2631,-4.384
12.26279,-3.663
12.26249,-2.363
12.26218,-1.847
12.26187,-1.263
12.26157,-1.024
12.26126,-1.123
12.26096,-2.006
12.26065,-1.153
12.26035,-0.684
12.26004,-0.756
12.25974,-1.348
12.25943,-0.952
12.25912,-1.963
12.25882,-3.231
12.25851,-3.252
12.25821,-3.511
12.2579,-3.512
12.2576,-1.705
12.25729,0.552
12.25699,0.52
12.25668,-0.011
12.25638,-0.925
12.25607,-0.769
12.25576,-0.562
12.25546,0.678
12.25515,1.013
12.25485,-0.379
12.25454,-0.445
12.25424,-1.72
12.25393,-3.325
12.25363,-3.623
12.25332,-2.263
12.25302,-1.489
12.25271,-2.654
12.2524,-3.464
12.2521,-3.693
12.25179,-3.583
12.25149,-3.572
12.25118,-2.277
12.25088,-2.031
12.25057,-1.965
12.25027,-1.249
12.24996,-0.394
12.24966,0.266
12.24935,-0.471
12.24904,-2.246
12.24874,-2.196
12.24843,-0.968
12.24813,0.044
12.24782,1.163
12.24752,0.283
12.24721,-1.483
12.24691,-1.565
12.2466,-2.546
12.2463,-3.794
12.24599,-3.136
12.24568,-1.524
12.24538,-1.164
12.24507,-1.077
12.24477,0.136
12.24446,0.152
12.24416,-1.781
12.24385,-2.015
12.24355,-2.54
12.24324,-3.559
12.24294,-4.255
12.24263,-5.243
12.24232,-6.03
12.24202,-4.624
12.24171,-3.092
12.24141,-1.868
12.2411,-0.166
12.2408,-0.082
12.24049,-1.622
12.24019,-2.978
12.23988,-3.403
12.23958,-4.074
12.23927,-1.865
12.23896,0.717
12.23866,0.261
12.23835,-2.849
12.23805,-4.223
12.23774,-3.584
12.23744,-2.491
12.23713,-1.907
12.23683,-0.578
12.23652,-1.018
12.23622,-1.768
12.23591,-3.052
12.2356,-4.879
12.2353,-5.238
12.23499,-3.818
12.23469,-1.261
12.23438,-1.507
12.23408,-1.865
12.23377,-1.55
12.23347,-1.892
12.23316,-2.514
12.23286,-3.104
12.23255,-2.897
12.23224,-2.898
12.23194,-3.136
12.23163,-2.498
12.23133,-1.225
12.23102,-0.059
12.23072,-0.387
12.23041,0.253
12.23011,0.821
12.2298,1.311
12.2295,1.494
12.22919,0.053
12.22888,0.034
12.22858,0.594
12.22827,-0.295
12.22797,-1.654
12.22766,-2.628
12.22736,-2.813
12.22705,-2.635
12.22675,-1.664
12.22644,-1.535
12.22614,-3.055
12.22583,-3.243
12.22552,-0.767
12.22522,0.486
12.22491,-1.382
12.22461,-2.766
12.2243,-3.019
12.224,-3.285
12.22369,-2.576
12.22339,-0.975
12.22308,-0.116
12.22278,0.458
12.22247,-0.413
12.22216,-1.098
12.22186,-1.327
12.22155,-3.243
12.22125,-3.262
12.22094,-3.157
12.22064,-3.498
12.22033,-2.847
12.22003,-1.34
12.21972,0.16
12.21942,0.647
12.21911,0.851
12.2188,1.457
12.2185,1.101
12.21819,0.491
12.21789,-0.248
12.21758,-1.907
12.21728,-3.121
12.21697,-4.106
12.21667,-3.537
12.21636,-1.61
12.21606,-0.357
12.21575,-0.009
12.21544,0.313
12.21514,1.414
12.21483,1.34
12.21453,-0.046
12.21422,-1.08
12.21392,-0.579
12.21361,0.694
12.21331,0.85
12.213,1.141
12.2127,1.417
12.21239,1.053
12.21208,0.408
12.21178,-0.188
12.21147,-0.963
12.21117,-0.487
12.21086,-2.208
12.21056,-3.048
12.21025,-1.322
12.20995,-0.47
12.20964,-0.69
12.20934,-1.465
12.20903,-0.875
12.20872,0.393
12.20842,0.905
12.20811,0.714
12.20781,0.064
12.2075,-1.433
12.2072,-1.907
12.20689,-2.93
12.20659,-4.256
12.20628,-5.202
12.20598,-5.2
12.20567,-4.689
12.20536,-5.714
12.20506,-4.375
12.20475,-2.374
12.20445,-2.068
12.20414,-2.349
12.20384,-1.969
12.20353,-1.414
12.20323,-0.645
12.20292,-0.594
12.20262,-1.547
12.20231,-2.597
12.202,-3.197
12.2017,-3.465
12.20139,-4.643
12.20109,-3.973
12.20078,-2.055
12.20048,-1.129
12.20017,-1.003
12.19987,-0.147
12.19956,1.229
12.19926,1.51
12.19895,1.646
12.19864,1.35
12.19834,0.689
12.19803,-1.006
12.19773,-1.617
12.19742,-1.725
12.19712,-2.742
12.19681,-3.428
12.19651,-3.448
12.1962,-3.074
12.1959,-1.637
12.19559,-0.392
12.19528,0.98
12.19498,1.449
12.19467,-0.591
12.19437,-1.712
12.19406,-1.589
12.19376,-1.897
12.19345,-3.68
12.19315,-3.459
12.19284,-2.883
12.19253,-1.24
12.19223,1.414
12.19192,3.024
12.19162,4.571
12.19131,2.521
12.19101,-0.44
12.1907,-2.073
12.1904,-1.224
12.19009,-0.553
12.18979,-1.561
12.18948,-1.756
12.18917,-1.89
12.18887,-3.24
12.18856,-2.975
12.18826,-1.85
12.18795,-2.085
12.18765,-0.906
12.18734,0.074
12.18704,-1.957
12.18673,-4.127
12.18643,-3.747
12.18612,-3.484
12.18581,-2.51
12.18551,-0.931
12.1852,-0.426
12.1849,-0.395
12.18459,-0.548
12.18429,-0.811
12.18398,-0.413
12.18368,-1.19
12.18337,-2.413
12.18307,-1.669
12.18276,-1.446
12.18245,-1.528
12.18215,-1.34
12.18184,-2.046
12.18154,-3.502
12.18123,-2.95
12.18093,-0.655
12.18062,0.45
12.18032,0.624
12.18001,0.261
12.17971,-1.083
12.1794,-4.399
12.17909,-6.679
12.17879,-5.52
12.17848,-4.098
12.17818,-3.206
12.17787,-3.108
12.17757,-3.023
12.17726,-2.233
12.17696,-2.817
12.17665,-2.655
12.17635,-2.706
12.17604,-1.602
12.17573,0.733
12.17543,1.674
12.17512,1.161
12.17482,-0.871
12.17451,-1.795
12.17421,-2.463
12.1739,-3.873
12.1736,-3.804
12.17329,-2.554
12.17299,-1.557
12.17268,-2.506
12.17237,-3.278
12.17207,-1.571
12.17176,-1.605
12.17146,-4.203
12.17115,-4.937
12.17085,-4.905
12.17054,-5.2
12.17024,-4.462
12.16993,-3.191
12.16963,-1.867
12.16932,-1.045
12.16901,-1.776
12.16871,-3.838
12.1684,-6.198
12.1681,-7.126
12.16779,-6.272
12.16749,-6.097
12.16718,-6.113
12.16688,-6.011
12.16657,-5.871
12.16627,-5.206
12.16596,-4.485
12.16565,-2.794
12.16535,-2.158
12.16504,-2.965
12.16474,-2.295
12.16443,-1.463
12.16413,-0.952
12.16382,-1.168
12.16352,-0.112
12.16321,1.448
12.16291,0.698
12.1626,-0.473
12.16229,-2.934
12.16199,-4.12
12.16168,-5.225
12.16138,-4.992
12.16107,-3.642
12.16077,-3.008
12.16046,-2.66
12.16016,-2.618
12.15985,-1.498
12.15955,-0.663
12.15924,-0.492
12.15893,0.339
12.15863,1.798
12.15832,2.765
12.15802,1.765
12.15771,0.528
12.15741,0.767
12.1571,0.802
12.1568,0.653
12.15649,-0.962
12.15619,-2.107
12.15588,-2.437
12.15557,-2.307
12.15527,-2.807
12.15496,-4.027
12.15466,-3.689
12.15435,-1.614
12.15405,-0.451
12.15374,-0.746
12.15344,-1.701
12.15313,-3.26
12.15283,-3.312
12.15252,-2.018
12.15221,-0.786
12.15191,0.239
12.1516,0.909
12.1513,0.741
12.15099,0.795
12.15069,0.225
12.15038,-0.914
12.15008,-2.197
12.14977,-2.174
12.14947,-1.574
12.14916,-1.032
12.14885,0.039
12.14855,0.595
12.14824,1.322
12.14794,1.111
12.14763,-1.01
12.14733,-1.888
12.14702,-1.386
12.14672,-0.13
12.14641,-0.085
12.14611,-0.392
12.1458,0.559
12.14549,1.571
12.14519,0.617
12.14488,-1.179
12.14458,-1.378
12.14427,-0.589
12.14397,0.6
12.14366,1.041
12.14336,-0.004
12.14305,-0.275
12.14275,0.871
12.14244,1.268
12.14213,0.211
12.14183,-0.936
12.14152,-1.366
12.14122,-1.146
12.14091,-2.131
12.14061,-3.677
12.1403,-3.097
12.14,-1.681
12.13969,-0.717
12.13939,-0.992
12.13908,-0.893
12.13877,-1.567
12.13847,-2.685
12.13816,-2.716
12.13786,-1.505
12.13755,-0.149
12.13725,-0.583
12.13694,-0.588
12.13664,1.149
12.13633,2.284
12.13603,2.123
12.13572,1.063
12.13541,0.258
12.13511,-0.116
12.1348,-1.088
12.1345,-2.119
12.13419,-1.852
12.13389,-0.823
12.13358,0.604
12.13328,0.916
12.13297,0.109
12.13267,-0.137
12.13236,-1.089
12.13205,-3.521
12.13175,-3.858
12.13144,-2.394
