0.000000000000000000e+00,1.070407184263294418e-08
5.000250012500625238e-04,1.071322291201293025e-08
1.000050002500125048e-03,1.072238594728648671e-08
1.500075003750187680e-03,1.073156096970298683e-08
2.000100005000250095e-03,1.074074800055973899e-08
2.500125006250312511e-03,1.074994706120218027e-08
3.000150007500375360e-03,1.075915817302397071e-08
3.500175008750437775e-03,1.076838135746714717e-08
4.000200010000500191e-03,1.077761663602224909e-08
4.500225011250563040e-03,1.078686403022843593e-08
5.000250012500625021e-03,1.079612356167366749e-08
5.500275013750687871e-03,1.080539525199478169e-08
6.000300015000750720e-03,1.081467912287766326e-08
6.500325016250812701e-03,1.082397519605737121e-08
7.000350017500875550e-03,1.083328349331828433e-08
7.500375018750937532e-03,1.084260403649422201e-08
8.000400020001000381e-03,1.085193684746857823e-08
8.500425021251062363e-03,1.086128194817448699e-08
9.000450022501126079e-03,1.087063936059492985e-08
9.500475023751188061e-03,1.088000910676287987e-08
1.000050002500125004e-02,1.088939120876145873e-08
1.050052502625131376e-02,1.089878568872404763e-08
1.100055002750137574e-02,1.090819256883445601e-08
1.150057502875143772e-02,1.091761187132703899e-08
1.200060003000150144e-02,1.092704361848685126e-08
1.250062503125156342e-02,1.093648783264977610e-08
1.300065003250162540e-02,1.094594453620267262e-08
1.350067503375168738e-02,1.095541375158351307e-08
1.400070003500175110e-02,1.096489550128155492e-08
1.450072503625181308e-02,1.097438980783743179e-08
1.500075003750187506e-02,1.098389669384333220e-08
1.550077503875193878e-02,1.099341618194313681e-08
1.600080004000200076e-02,1.100294829483255909e-08
1.650082504125206448e-02,1.101249305525928591e-08
1.700085004250212473e-02,1.102205048602313308e-08
1.750087504375218844e-02,1.103162060997618592e-08
1.800090004500225216e-02,1.104120345002293994e-08
1.850092504625231241e-02,1.105079902912045633e-08
1.900095004750237612e-02,1.106040737027850254e-08
1.950097504875243984e-02,1.107002849655970291e-08
2.000100005000250009e-02,1.107966243107968581e-08
2.050102505125256380e-02,1.108930919700723262e-08
2.100105005250262752e-02,1.109896881756442324e-08
2.150107505375268777e-02,1.110864131602679002e-08
2.200110005500275148e-02,1.111832671572346328e-08
2.250112505625281520e-02,1.112802504003733843e-08
2.300115005750287545e-02,1.113773631240519343e-08
2.350117505875293916e-02,1.114746055631786248e-08
2.400120006000300288e-02,1.115719779532039486e-08
2.450122506125306313e-02,1.116694805301220218e-08
2.500125006250312684e-02,1.117671135304719067e-08
2.550127506375318709e-02,1.118648771913392999e-08
2.600130006500325081e-02,1.119627717503583022e-08
2.650132506625331452e-02,1.120607974457125434e-08
2.700135006750337477e-02,1.121589545161369859e-08
2.750137506875343849e-02,1.122572432009193967e-08
2.800140007000350220e-02,1.123556637399020023e-08
2.850142507125356245e-02,1.124542163734828942e-08
2.900145007250362617e-02,1.125529013426178163e-08
2.950147507375368988e-02,1.126517188888214712e-08
3.000150007500375013e-02,1.127506692541694233e-08
3.050152507625381385e-02,1.128497526812992730e-08
3.100155007750387756e-02,1.129489694134126588e-08
3.150157507875393781e-02,1.130483196942766631e-08
3.200160008000400153e-02,1.131478037682253842e-08
3.250162508125406524e-02,1.132474218801616070e-08
3.300165008250412896e-02,1.133471742755584409e-08
3.350167508375418574e-02,1.134470612004608253e-08
3.400170008500424945e-02,1.135470829014872336e-08
3.450172508625431317e-02,1.136472396258313604e-08
3.500175008750437688e-02,1.137475316212636770e-08
3.550177508875444060e-02,1.138479591361330524e-08
3.600180009000450432e-02,1.139485224193683580e-08
3.650182509125456110e-02,1.140492217204804036e-08
